accuracy,activity_confidence,average_dip,average_rake,catalog_id,catalog_name,dip_dir,downthrown_side_dir,downthrown_side_id,epistemic_quality,exposure_quality,fs_name,last_movement,lower_seis_depth,name,net_slip_rate,notes,reference,shortening_rate,slip_type,strike_slip_rate,upper_seis_depth,vert_sep_rate
,,,,PHL_114,philippines,W,E,,,,,,,Offshore FS North of Cagayan,,,,"(5.0, 2.5, 7.5)",Reverse,,,
,,"(65,45,80)",,PHL_115,philippines,N,S,,,,,,,Chico Fault,"(2.0, 1.0, 3.0)",,,,Reverse-Dextral,,,
,,"(72.0,,)",,SA_0,SARA,S,,None,,,,,"(18.0,,)",Atajaña,"(0.5,0.1,1)",,,,Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_1,SARA,S,,None,,,,,"(18.0,,)",Pisagua,"(0.5,0.1,1)",,,,Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_2,SARA,S,,None,,,,,"(18.0,,)",Zofri,"(0.5,0.1,1)",,,,Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_3,SARA,W,,None,,,,,"(18.0,,)",Salar Grande,"(0.5,0.1,1)",,,,Dextral,,"(0.0,,)",
,,"(72.0,,)",,SA_4,SARA,S,,None,,,,,"(18.0,,)",Chuculay 1,"(0.5,0.1,1)",,,,Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_5,SARA,S,,None,,,,,"(18.0,,)",Chuculay 2,"(0.5,0.1,1)",,,,Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_6,SARA,S,,None,,,,,"(18.0,,)",Chuculay 3,"(0.5,0.1,1)",,,,Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_7,SARA,S,,None,,,,,"(18.0,,)",Chuculay 6,"(0.5,0.1,1)",,,,Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_8,SARA,N,,None,,,,,"(18.0,,)",Chomache,"(0.5,0.1,1)",,,,Dextral,,"(0.0,,)",
,,"(72.0,,)",,SA_9,SARA,E,,None,,,,,"(18.0,,)",de Atacama segmento Salar del Carmen?,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_10,SARA,E,,None,,,,,"(18.0,,)",Aeropuerto,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_11,SARA,S,,None,,,,,"(18.0,,)",Chuculay 5,"(0.5,0.1,1)",,,,Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_12,SARA,E,,None,,,,,"(18.0,,)",Ordoñez,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_13,SARA,E,,None,,,,,"(18.0,,)",Mititus,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(90.,,)",,SA_14,SARA,E,,None,,,,,"(18.0,,)",Coloso,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(90.,,)",,SA_15,SARA,E,,None,,,,,"(18.0,,)",Bolfin,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_16,SARA,E,,None,,,,,"(18.0,,)",Paranal,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_17,SARA,E,,None,,,,,"(18.0,,)",Mejillones,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_18,SARA,E,,None,,,,,"(18.0,,)",Caleta Herradura,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(90.,,)",,SA_19,SARA,VERTICAL,,None,,,,,"(35.0,,)",Falla Peulla-Cochamo 006ff,"(0.5,0.1,1)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_20,SARA,VERTICAL,,None,,,,,"(35.0,,)",Falla Anticura-Todos los Santos 006dd,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_21,SARA,S,,None,,,,,"(35.0,,)",Falla Huequi,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_22,SARA,S,,None,,,,,"(35.0,,)",Falla Chacao,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_23,SARA,S,,None,,,,,"(35.0,,)",Falla Fiordo Reñihue,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_24,SARA,S,,None,,,,,"(35.0,,)",Falla Chaiten,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_25,SARA,VERTICAL,,None,,,,,"(35.0,,)",Falla Comau 006kk,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_26,SARA,VERTICAL,,None,,,,,"(35.0,,)",Falla Cascajal 006jj,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_27,SARA,S,,None,,,,,"(35.0,,)",Falla Michimahuida,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_28,SARA,S,,None,,,,,"(35.0,,)",Falla Wager 006aaa,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_29,SARA,E,,None,,,,,"(35.0,,)",Falla Canal Costa 006ww,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_30,SARA,SE,,None,,,,,"(35.0,,)",Falla Quitralco 006rr,"(0.5,0.1,1)",,,,Dextral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_31,SARA,S,,None,,,,,"(35.0,,)",Falla Fiordo Aysen-Puerto Cisnes 006qq,"(0.5,0.1,1)",,,,Dextral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_32,SARA,E,,None,,,,,"(35.0,,)",Falla Palena 006mm,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_33,SARA,SE,,None,,,,,"(35.0,,)",Falla Teresa 006vv,"(0.5,0.1,1)",,,,Dextral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_34,SARA,VERTICAL,,None,,,,,"(35.0,,)",Falla Maihue-Anticura 006z,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_35,SARA,SE,,None,,,,,"(35.0,,)",Falla Golfo de Penas 006zz,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_36,SARA,SE,,None,,,,,"(35.0,,)",Falla Estero Francisco 006uu,"(0.5,0.1,1)",,,,Dextral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_37,SARA,SE,,None,,,,,"(35.0,,)",Falla San Rafael 006yy,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_38,SARA,E,,None,,,,,"(35.0,,)",Falla Seno Elefante 006xx,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_39,SARA,SE,,None,,,,,"(35.0,,)",Falla Riesco-Mañihuales 006tt,"(0.5,0.1,1)",,,,Dextral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_40,SARA,E,,None,,,,,"(35.0,,)",Falla Punta Mano-Lago Yulton 006iii,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_41,SARA,E,,None,,,,,"(35.0,,)",Falla Rio Cuervo 006ddd,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_42,SARA,E,,None,,,,,"(35.0,,)",Falla Rio Blanco 006kkk,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_43,SARA,E,,None,,,,,"(35.0,,)",Falla Los Palos 006mmm,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_44,SARA,VERTICAL,,None,,,,,"(35.0,,)",Falla Rio Cuervo 006bbb,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_45,SARA,E,,None,,,,,"(35.0,,)",Falla Punta Colas 006eee,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_46,SARA,S,,None,,,,,"(35.0,,)",Falla Fiordo Puyuhuapi 006pp,"(0.5,0.1,1)",,,,Dextral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_47,SARA,E,,None,,,,,"(35.0,,)",Falla Puerto Cisnes 006oo,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_48,SARA,S,,None,,,,,"(35.0,,)",Falla Lago Yelcho,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_49,SARA,S,,None,,,,,"(35.0,,)",Falla Estuario Reloncavi,"(0.5,0.1,1)",,,,Dextral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_50,SARA,S,,None,,,,,"(35.0,,)",Falla Calbuco-Reloncavi,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_51,SARA,S,,None,,,,,"(35.0,,)",Falla Rio Puelo,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_52,SARA,S,,None,,,,,"(35.0,,)",Falla Tagua-Tagua,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_53,SARA,S,,None,,,,,"(35.0,,)",Falla Osorno-Puntiagudo,"(0.5,0.1,1)",,,,Dextral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_54,SARA,E,,None,,,,,"(35.0,,)",Falla Pirihueico-Maihue 006w,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_55,SARA,S,,None,,,,,"(35.0,,)",Falla Riñihue-Choshuenco 020a,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_56,SARA,S,,None,,,,,"(35.0,,)",Falla Riñihue-Choshuenco 020b,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_57,SARA,E,,None,,,,,"(35.0,,)",Falla Neltume 006x,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_58,SARA,S,,None,,,,,"(35.0,,)",Falla Llifen 021a,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_59,SARA,S,,None,,,,,"(35.0,,)",Falla Llifen 021b,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_60,SARA,E,,None,,,,,"(35.0,,)",Falla Reigolil 006r,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_61,SARA,E,,None,,,,,"(35.0,,)",Falla Neltume 006u,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_62,SARA,S,,None,,,,,"(35.0,,)",Falla Pellaifa,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_63,SARA,S,,None,,,,,"(35.0,,)",Falla Calafquen,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_64,SARA,S,,None,,,,,"(35.0,,)",Falla Panguipulli,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_65,SARA,E,,None,,,,,"(35.0,,)",Falla Liquiñe 006t,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_66,SARA,E,,None,,,,,"(35.0,,)",Falla Caburgua 006q,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_67,SARA,E,,None,,,,,"(35.0,,)",Falla Caburgua 006p,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90,,)",,SA_68,SARA,S,,None,,,,,"(35.0,,)",Falla Catripulli,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_69,SARA,E,,None,,,,,"(35.0,,)",Falla Caburgua 006o,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(72.0,,)",,SA_70,SARA,NE,,None,,,,,"(18.0,,)",Falla Lanalhue 004b,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(37.0,40,55)",,SA_71,SARA,E,,None,,,,,"(24.0,,)",San Ramon 01a,"(0.4,,)",,,,Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_72,SARA,SW,,None,,,,,"(18.0,,)",Falla Pichilemu,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_73,SARA,SW,,None,,,,,"(18.0,,)",Falla Topocalma 002b,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_74,SARA,NE,,None,,,,,"(18.0,,)",Falla Topocalma 002c,"(0.5,0.1,1)",,,,Normal,,"(0.0,,)",
,,"(90.,,)",,SA_75,SARA,E,,None,,,,,"(35.0,,)",Falla Ralco 006e,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_76,SARA,VERTICAL,,None,,,,,"(35.0,,)",Falla Sierra Nevada,"(0.5,0.1,1)",,,,Dextral-Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_77,SARA,W,,None,,,,,"(35.0,,)",Falla Escorial,"(0.5,0.1,1)",,,,Dextral-Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_78,SARA,SW,,None,,,,,"(35.0,,)",Falla Bio-Bio Aluminé,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_79,SARA,VERTICAL,,None,,,,,"(35.0,,)",Falla Troyo 006m,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(72.0,,)",,SA_80,SARA,W,,None,,,,,"(35.0,,)",Falla Lolco 006c,"(3.0,1.0,5.0)",,,,Dextral-Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_81,SARA,W,,None,,,,,"(35.0,,)",Falla Lolco 006b,"(3.0,1.0,5.0)",,,,Dextral-Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_82,SARA,SE,,None,,,,,"(35.0,,)",Falla Ranquil,"(0.5,0.1,1)",,,,Dextral-Normal,,"(0.0,,)",
,,"(90,,)",,SA_83,SARA,NW,,None,,,,,"(35.0,,)",Falla Cahquilvin,"(0.5,0.1,1)",,,,Dextral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_84,SARA,VERTICAL,,None,,,,,"(35.0,,)",Falla Troyo 006j,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_85,SARA,VERTICAL,,None,,,,,"(35.0,,)",Falla Troyo 006k,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_86,SARA,E,,None,,,,,"(35.0,,)",Falla Malalcahuello 006b,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_87,SARA,E,,None,,,,,"(35.0,,)",Falla Malalcahuello 006a,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_88,SARA,VERTICAL,,None,,,,,"(35.0,,)",Falla Lomin 006f,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_89,SARA,E,,None,,,,,"(35.0,,)",Falla Troyo 006n,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_90,SARA,S,,None,,,,,"(35.0,,)",Falla Tolhuaca Pemehue,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_91,SARA,SE,,None,,,,,"(35.0,,)",Falla Sollipulli-Icalma,"(0.5,0.1,1)",,,,Dextral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_92,SARA,S,,None,,,,,"(35.0,,)",Falla Pullehue-Cordon Caulle 023a,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_93,SARA,S,,None,,,,,"(35.0,,)",Falla Pullehue-Cordon Caulle 023c,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90,,)",,SA_94,SARA,N,,None,,,,,"(35.0,,)",Falla Villarrica-Quetrupillan-Lanin,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_95,SARA,VERTICAL,,None,,,,,"(35.0,,)",Falla Callaqui,"(0.5,0.1,1)",,,,Dextral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_96,SARA,E,,None,,,,,"(35.0,,)",Falla Maihue-Anticura 006aa,"(3.0,1.0,5.0)",,,,Dextral,,"(0.0,,)",
,,"(90.,,)",,SA_97,SARA,VERTICAL,,None,,,,,"(35.0,,)",Falla Futrono,"(0.5,0.1,1)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90.,,)",,SA_98,SARA,VERTICAL,,None,,,,,"(35.0,,)",Falla Las Raices,"(0.5,0.1,1)",,,,Dextral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_99,SARA,N,,None,,,,,"(0.0,,)","Falla Lago Fagnano, sección occidental","(3.0,1,5)",,,,Sinistral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_100,SARA,N,,None,,,,,"(0.0,,)","Falla Lago Fagnano, sección occidental","(3.0,1,5)",,,,Sinistral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_101,SARA,S,,None,,,,,"(0.0,,)","Falla Lago Fagnano, sección occidental","(3.0,1,5)",,,,Sinistral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_102,SARA,N,,None,,,,,"(0.0,,)","Falla Lago Fagnano, sección occidental","(3.0,1,5)",,,,Sinistral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_103,SARA,S,,None,,,,,"(0.0,,)","Falla Lago Fagnano, sección occidental","(3.0,1,5)",,,,Sinistral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_104,SARA,N,,None,,,,,"(0.0,,)","Falla Lago Fagnano, sección occidental","(3.0,1,5)",,,,Sinistral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_105,SARA,N,,None,,,,,"(0.0,,)","Falla Lago Fagnano, sección occidental","(3.0,1,5)",,,,Sinistral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_106,SARA,VERTICAL,,None,,,,,"(0.0,,)","Falla Lago Fagnano, sección occidental","(3.0,1,5)",,,,Sinistral-Normal,,"(0.0,,)",
,,"(90.,,)",,SA_107,SARA,N,,None,,,,,"(0.0,,)","Falla Lago Fagnano, sección occidental","(3.0,1,5)",,,,Sinistral-Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_108,SARA,SE,,None,,,,,"(39.0,,)",Sistema de fallas Aconquija,"(0.5,0.1,1.0)",,,,Reverse,,"(0.0,,)",
,,"(52.0,45,60)",,SA_109,SARA,W,,None,,,,,"(35.9,,)",Falla Pismanta-Las Flores,"(0.5,0.1,1.0)",,,,Reverse,,"(1.0,,)",
,,"(20,,)",,SA_110,SARA,W,,None,,,,,"(35.9,,)",Falla La Cantera,"(0.5,0.1,1)",,,,Reverse,,"(1.0,,)",
,,"(45,,)",,SA_111,SARA,E,,None,,,,,"(35.9,,)",Falla Maradona-Acequion,"(0.6,0.2,1)",,,,Reverse,,"(1.0,,)",
,,"(80,,)",,SA_112,SARA,E,,None,,,,,"(35.9,,)",Falla Las Tapias-Villicum,"(0.8,,)",,,,Reverse,,"(1.0,,)",
,,"(37.0,30,45)",,SA_113,SARA,E,,None,,,,,"(35.9,,)",Falla Rinconada,"(3.0,1,5)",,,,Reverse,,"(1.0,,)",
,,"(37.0,30,40)",,SA_114,SARA,E,,None,,,,,"(35.9,,)",Falla Los Berros,"(0.5,0.1,1.0)",,,,Reverse,,"(1.0,,)",
,,"(20.0,15,25)",,SA_115,SARA,E,,None,,,,,"(35.9,,)",Falla Cerro Salinas,"(0.5,0.1,1)",,,,Reverse,,"(1.0,,)",
,,"(37.0,,45)",,SA_116,SARA,SE,,None,,,,,"(35.6,,)",Falla Niquizanga,"(0.75,0.5,1)",,,,Reverse,,"(2.0,,)",
,,"(37.0,30,45)",,SA_117,SARA,W,,None,,,,,"(35.9,,)",Falla Cerro La Cal,"(3.0,1,5)",,,,Reverse,,"(1.0,,)",
,,"(37.0,30,45)",,SA_118,SARA,E,,None,,,,,"(35.0,,)",Falla El Molino,"(1.05,0.1,2)",,,,Reverse,,"(0.0,,)",
,,"(45,,)",,SA_119,SARA,SE,,None,,,,,"(35.9,,)",Falla Zonda,"(0.5,0.1,1.0)",,,,Reverse,,"(1.0,,)",
,,"(72.0,,)",,SA_120,SARA,NW,,None,,,,,"(35.0,,)",Falla Del Turco,"(1,,)",,,,Reverse,,"(0.0,,)",
,,"(45,,)",,SA_121,SARA,W,,None,,,,,"(39.4,,)",Grupo de fallas El Duraznillo,"(0.055,0.01,0.1)",,,,Reverse,,"(0.6,,)",
,,"(52.0,45,60)",,SA_122,SARA,W,,None,,,,,"(39.4,,)",Falla Chumbicha,"(0.5,0.1,1)",,,,,,"(0.6,,)",
,,"(37.0,30,45)",,SA_123,SARA,SW,,None,,,,,"(35.9,,)",Falla Las Peñas,"(1.05,0.1,2)",,,,Reverse,,"(1.0,,)",
,,"(90.,,)",,SA_124,SARA,S,,None,,,,,"(0.0,,)",Sistema de fallas Fagnano,"(3.0,1,5)",,,,Sinistral,,"(0.0,,)",
,,"(90.,,)",,SA_125,SARA,S,,None,,,,,"(0.0,,)",Sistema de fallas Fagnano,"(3.0,1,5)",,,,Sinistral,,"(0.0,,)",
,,"(90.,,)",,SA_126,SARA,S,,None,,,,,"(0.0,,)",Sistema de fallas Fagnano,"(3.0,1,5)",,,,Sinistral,,"(0.0,,)",
,,"(90.,,)",,SA_127,SARA,S,,None,,,,,"(0.0,,)",Sistema de fallas Fagnano,"(3.0,1,5)",,,,Sinistral,,"(0.0,,)",
,,"(37.0,30,45)",,SA_128,SARA,E,,None,,,,,"(35.9,,)",Sistema de fallas El Tigre,"(3.0,1,5)",,,,Reverse,,"(1.0,,)",
,,"(72.0,,)",,SA_129,SARA,E,,None,,,,,"(35.9,,)",Sistema de fallas El Tigre,"(3.0,1,5)",,,,Dextral,,"(1.0,,)",
,,"(37.0,30,45)",,SA_130,SARA,SE,,None,,,,,"(35.0,,)",Falla Las Lagunas,"(0.5,0.1,1.0)",,,,Dextral-Reverse,,"(0.0,,)",
,,"(45,,)",,SA_131,SARA,E,,None,,,,,"(35.0,,)",Zona de falla Sierra Chica,"(0.5,0.1,1)",,,,Reverse,,"(0.0,,)",
,,"(37.0,30,45)",,SA_132,SARA,E,,None,,,,,"(35.0,,)",Zona de falla Sierra Chica,"(0.65,0.1,1.2)",,,,Reverse,,"(0.0,,)",
,,"(37.0,30,45)",,SA_133,SARA,E,,None,,,,,"(35.0,,)",Zona de falla Sierra Chica,"(0.055,0.01,0.1)",,,,Reverse,,"(0.0,,)",
,,"(60,,)",,SA_134,SARA,E,,None,,,,,"(35.0,,)",Grupo de fallas Sierra de San Marcos,"(0.055,0.01,0.1)",,,,Reverse,,"(0.0,,)",
,,"(60,,)",,SA_135,SARA,E,,None,,,,,"(35.0,,)",Grupo de fallas Sierra de San Marcos,"(0.055,0.01,0.1)",,,,Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_136,SARA,NE,,None,,,,,"(35.0,,)",Grupo de fallas Sierra de San Marcos,"(0.255,0.01,0.5)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(45,,)",,SA_137,SARA,W,,None,,,,,"(24.0,,)",Zona de falla Antiñir-Copahue,"(0.255,0.01,0.5)",,,,Reverse,,"(0.0,,)",
,,"(60,,)",,SA_138,SARA,W,,None,,,,,"(24.0,,)",Zona de falla Antiñir-Copahue,"(0.5,0.1,1)",,,,Dextral-Reverse,,"(0.0,,)",
,,"(60,,)",,SA_139,SARA,W,,None,,,,,"(24.0,,)",Zona de falla Antiñir-Copahue,"(0.26,0.02,0.5)",,,,Normal,,"(0.0,,)",
,,"(45,,)",,SA_140,SARA,W,,None,,,,,"(24.0,,)",Zona de falla Antiñir-Copahue,"(0.26,0.02,0.5)",,,,,,"(0.0,,)",
,,"(90.,,)",,SA_141,SARA,NW,,None,,,,,"(24.0,,)",Zona de falla Antiñir-Copahue,"(0.26,0.02,0.5)",,,,Dextral-Normal,,"(0.0,,)",
,,"(60,,)",,SA_142,SARA,SE,,None,,,,,"(24.0,,)",Zona de falla Antiñir-Copahue,"(0.26,0.02,0.5)",,,,Normal,,"(0.0,,)",
,,"(45,,)",,SA_143,SARA,SW,,None,,,,,"(24.0,,)",Zona de falla Antiñir-Copahue,"(0.26,0.02,0.5)",,,,Reverse,,"(0.0,,)",
,,"(45,,)",,SA_144,SARA,SW,,None,,,,,"(24.0,,)",Zona de falla Antiñir-Copahue,"(1.25,0.5,2)",,,,Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_145,SARA,E,,None,,,,,"(0.0,,)",Falla Tostado-Selva,"(0.5,0.1,1.0)",,,,Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_146,SARA,E,,None,,,,,"(0.0,,)",Falla Tostado-Selva,"(0.5,0.1,1.0)",,,,Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_147,SARA,E,,None,,,,,"(0.0,,)",Falla Tostado-Selva,"(0.225,0.1,0.35)",,,,Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_148,SARA,E,,None,,,,,"(39.0,,)",Grupo de fallas Medeiros,"(0.3,0.1,0.5)",,,,Reverse,,"(0.0,,)",
,,"(52.0,45,60)",,SA_149,SARA,SW,,None,,,,,"(23.5,,)",Falla Las Malvinas,"(0.5,0.1,1.0)",,,,Reverse,,"(0.0,,)",
,,"(72.0,,)",,SA_150,SARA,NE,,NE,,,,,"(39.0,,)",Achacachi,"(0.5,0.1,1.0)",,,,Normal,,"(0.0,,)",
,,"(70,,)",,SA_151,SARA,NE,,NE,,,,,"(39.0,,)",Amachuma,"(0.055,0.01,0.1)",,,,Normal,,"(0.0,,)",
,,"(72.0,,)",,SA_152,SARA,SW,,NE,,,,,"(43.7,,)",Escoma,"(0.055,0.01,0.1)",,,,Normal,,"(0.0,,)",
,,"(52.0,45,60)",,SA_153,SARA,SW,,SW,,,,,"(39.0,,)",Huarina,"(0.055,0.01,0.1)",,,,Normal,,"(0.0,,)",
,,"(70,,)",,SA_154,SARA,NE,,NE,,,,,"(39.0,,)",Peñas,"(0.055,0.01,0.1)",,,,Normal,,"(0.0,,)",
,,"(90.,,)",,SA_155,SARA,NW,,NW,,,,,"(24.2,,)",Sibundoy-La Cocha,"(6.0,5,7)",,,,Dextral,,"(0.0,,)",
,,"(72.0,,)",,SA_156,SARA,E,,E,,,,,"(32.0,,)",Montenegro,"(0.5,0.1,1.0)",,,,Normal-Sinistral,,"(0.0,,)",
,,"(72.0,,)",,SA_157,SARA,E,,E,,,,,"(32.0,,)",Armenia,"(0.5,0.1,1.0)",,,,Normal-Sinistral,,"(0.0,,)",
,,"(72.0,,)",,SA_158,SARA,W,,W,,,,,"(32.0,,)",Espiritu Santo,"(0.5,0.1,1.0)",,,,Normal-Dextral,,"(0.0,,)",
